seller_id,seller_zip_code,seller_city,seller_state
2d50d6282f8aa2257819a77bfaa0efe0,14940,KABUPATEN BERAU,KALIMANTAN TIMUR
b7e1750c1157341d2abd0251e07c186b,5741,KOTA TANGERANG,BANTEN
b90e891671cffd9557f33a97dc523645,83010,KOTA JAYAPURA,PAPUA
a416b6a846a11724393025641d4edd5e,3702,KOTA TANGERANG,BANTEN
7e93a43ef30c4f03f38b393420bc753a,6429,KOTA MALANG,JAWA TIMUR
5206cc4bc2297c833e6061c49bf9c43f,6192,KOTA SURABAYA,JAWA TIMUR
f410c8873029fcc3809b9df6d0b28914,95076,KABUPATEN BANGGAI KEPULAUAN,SULAWESI TENGAH
ef506c96320abeedfb894c34db06f478,3569,KOTA TANGERANG,BANTEN
a13aaf2d2886ab9fb30fb9a920160b8f,89207,KABUPATEN BADUNG,BALI
7299e27ed73d2ad986de7f7c77d919fa,38440,KABUPATEN DAIRI,SUMATERA UTARA
8a9260f2b0340411d6d2a56bcf4f7378,32180,KOTA YOGYAKARTA,DI YOGYAKARTA
dedcab67899479e4ea5dcc4eba47f587,89258,KABUPATEN KUTAI KARTANEGARA,KALIMANTAN TIMUR
b2479f944e1b90cf8a5de1bbfde284d6,14940,KABUPATEN BERAU,KALIMANTAN TIMUR
7722b1df1b0e383e000397b2c11e3e19,9715,KOTA BEKASI,JAWA BARAT
731ef20c231d9a7103a425e83fd91271,88501,KABUPATEN BARITO SELATAN,KALIMANTAN TENGAH
78813699ffac347fe27dba345a5f1551,95711,KABUPATEN PESISIR SELATAN,SUMATERA BARAT
3296662b1331dea51e744505065ae889,15805,KABUPATEN TABANAN,BALI
411f3b52d857390502ee4e4d5ceabc2d,9400,KOTA GORONTALO,GORONTALO
bba3293d6f5d5af2f415e004e8b93ae3,4726,KOTA TANGERANG,BANTEN
4e7c18b98d84e05cbae3ff0ff03846c2,14882,KABUPATEN KUANTAN SINGINGI,RIAU
b56906f7fd1696e043f1bcce164c487b,19830,KOTA GORONTALO,GORONTALO
d650b663c3b5f6fb392b6326366efa9a,6713,KOTA SUKABUMI,JAWA BARAT
669ae81880e08f269a64487cfb287169,89160,KABUPATEN BONDOWOSO,JAWA TIMUR
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,KOTA TANGERANG,BANTEN
674207551483fec113276b67b0d871ff,18040,KOTA BOGOR,JAWA BARAT
abe42c5d03695b4257b5c6cbf4e6784e,21235,KOTA JAKARTA BARAT,DKI JAKARTA
1996942dc085d7773ba77a529b163cd0,14850,KABUPATEN BULUKUMBA,SULAWESI SELATAN
79b93a308a97792cf53ac75f46da00b5,22420,KOTA JAKARTA BARAT,DKI JAKARTA
7cf4ea70955b00d6b3c22542598e2715,1125,KOTA TANGERANG,BANTEN
63ffcb71394dd8ea3872ed9ffda17c74,24813,KABUPATEN MANOKWARI,PAPUA BARAT
83353a83fd769dfafa4f21a72b15e3e5,5786,KOTA TANGERANG,BANTEN
cda598c48d7c614bc1cad7d8ff6f0010,15137,KABUPATEN KLATEN,JAWA TENGAH
d4910f1cdcfdabd48d6b316e395d4a23,9190,KABUPATEN BOGOR,JAWA BARAT
709e16e2b25c7474d980076c6bfc4806,16200,KABUPATEN BUNGO,JAMBI
9dc79dd988ac42f4d56c340d7048420a,3569,KOTA TANGERANG,BANTEN
276677b5d08786d5dce7c2149dcce48b,31730,KABUPATEN TANGERANG,BANTEN
9c4d31c7e46ab03a43fc06e3142afd4e,20785,KOTA JAKARTA BARAT,DKI JAKARTA
512d298ac2a96d1931b6bd30aa21f61d,20060,KOTA JAKARTA BARAT,DKI JAKARTA
422be4cc81a457fdb46f47edeb968ae5,14940,KABUPATEN BERAU,KALIMANTAN TIMUR
99cd94252748d2bdde08e17858233602,12401,KOTA TANGERANG,BANTEN
698624c6632eeba1774924dbea24c700,1425,KOTA TANGERANG,BANTEN
8bb48dc19fccaa8613b6229bf7f452a2,19803,KABUPATEN LAHAT,SUMATERA SELATAN
ad87df7699e83b8a91822a4a0b765c3a,13820,KABUPATEN TANAH DATAR,SUMATERA BARAT
d6b664fa0667064c6d76394e7848d790,14801,KABUPATEN SUMEDANG,JAWA BARAT
98f52e1020fe788c10c0418de4393fec,27963,KOTA JAMBI,JAMBI
62760d278921b5f352461620d68a9cee,13320,KABUPATEN LAMPUNG SELATAN,LAMPUNG
eb72802c83dc7547529c9546d1a9b8ef,13504,KABUPATEN TEMANGGUNG,JAWA TENGAH
3f9be91358837bff69df67edfa3e42e8,86039,KOTA PADANG,SUMATERA BARAT
1d4587203296c8f4ad134dc286fa6db0,5101,KOTA TANGERANG,BANTEN
791cfcfe22fe4a771ece27f90017da92,14010,KOTA MAKASSAR,SULAWESI SELATAN
392f7f2c797e4dc077e4311bde2ab8ce,21210,KABUPATEN BLORA,JAWA TENGAH
0c8380b62e38e8a1e6adbeba7eb9688c,37410,KOTA GORONTALO,GORONTALO
37be5a7c751166fbc5f8ccba4119e043,4248,KOTA TANGERANG,BANTEN
87d73636a3acf123e842bb890a4db036,15190,KABUPATEN ACEH TIMUR,ACEH
3d3ccf2b2f8134b10dce9dd446f0e075,14940,KABUPATEN BERAU,KALIMANTAN TIMUR
e24d3429d294b2eb200b064ebb035879,3514,KOTA TANGERANG,BANTEN
44073f8b7e41514de3b7815dd0237f4f,71070,KABUPATEN BEKASI,JAWA BARAT
05ca864204d09595ae591b93ea9cf93d,6465,KOTA MALANG,JAWA TIMUR
9d39404483343dd55c7ae254494d8388,1044,KOTA TANGERANG,BANTEN
f9eda05b67bef472deaddbba84aca289,88870,KOTA KOTAMOBAGU,SULAWESI UTARA
75745ef7bc7d4f3ea3380f6f5303f514,70384,KABUPATEN BEKASI,JAWA BARAT
0692610d8abe24f287e9fae90ea0bbee,2310,KOTA TANGERANG,BANTEN
7b07b3c7487f0ea825fc6df75abd658b,2016,KOTA TANGERANG,BANTEN
99002261c568a84cce14d43fcffb43ea,78095,KABUPATEN MALANG,JAWA TIMUR
e5899683388855d3dabe8913bbe365de,13575,KOTA SAMARINDA,KALIMANTAN TIMUR
784ba75dd9d20200c4caed3d7a77141a,1040,KOTA TANGERANG,BANTEN
099095b050cfe8eb1ddff5317587e96e,3322,KOTA TANGERANG,BANTEN
0ad80de75c811326389cfb1daba7d45e,20261,KOTA JAKARTA BARAT,DKI JAKARTA
b9a03475e6447e631b6799ec8274800f,85830,KOTA MAKASSAR,SULAWESI SELATAN
ba6b4a237f92479743cf0ca06b67a9ac,23550,KOTA JAKARTA BARAT,DKI JAKARTA
ea00f977a203ff88adf7057cb7806998,11085,KOTA SEMARANG,JAWA TENGAH
82e0a475a88cc9595229d8029273f045,3417,KOTA TANGERANG,BANTEN
ad75519a07f039025e83795a4418470f,76500,KABUPATEN BARITO SELATAN,KALIMANTAN TENGAH
34aefe746cd81b7f3b23253ea28bef39,81210,KOTA JAKARTA SELATAN,DKI JAKARTA
ed4acab38528488b65a9a9c603ff024a,8260,KOTA TANGERANG,BANTEN
f0837c8d71434931d9e38e7b79234797,95995,KABUPATEN SUMBA TENGAH,NUSA TENGGARA TIMUR
fce62094ffe6a4009188ec44e681dfdd,4674,KOTA TANGERANG,BANTEN
ebef8d8c92b4fd3226e5d407bbff21ac,14020,KOTA MAKASSAR,SULAWESI SELATAN
d73cbd89533ce8b041a9190241453ac8,36525,KABUPATEN DEIYAI,PAPUA
75a4764c108403a7a0575140cb22287c,95072,KABUPATEN KARANGANYAR,JAWA TENGAH
70c0fda4c313d87115644d39e62eec60,55004,KABUPATEN PINRANG,SULAWESI SELATAN
ffcfefa19b08742c5d315f2791395ee5,80045,KOTA JAKARTA SELATAN,DKI JAKARTA
26e13b6ff5b641b329e5524241ee2c93,14401,KABUPATEN PEKALONGAN,JAWA TENGAH
0ade5cc4a305ed7093a23f68ca47519c,81030,KOTA JAKARTA SELATAN,DKI JAKARTA
fc59392d66ef99377e50356ee4f3b4e1,40243,KOTA DEPOK,JAWA BARAT
b18dc380845b24038cfc48006478f099,9951,KOTA CIREBON,JAWA BARAT
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,KABUPATEN JOMBANG,JAWA TIMUR
889009a0ed0bb52c87819941192931b8,18682,KABUPATEN KERINCI,JAMBI
ffc470761de7d0232558ba5e786e57b7,7091,KOTA TANGERANG SELATAN,BANTEN
4c498c7345e89aebad651544829beca0,6341,KABUPATEN PATI,JAWA TENGAH
01bcc9d254a0143f0ce9791b960b2a47,76400,KABUPATEN TELUK BINTUNI,PAPUA BARAT
f021c962aaba8ef6eb527a9c2c8394d1,88301,KOTA BINJAI,SUMATERA UTARA
024b564ae893ce8e9bfa02c10a401ece,3280,KOTA TANGERANG,BANTEN
a513150f33f99a06569e9cd5c4bb889b,1545,KOTA TANGERANG,BANTEN
c1dde11f12d05c478f5de2d7319ad3b2,1026,KOTA TANGERANG,BANTEN
02f5837340d7eb4f653d676c7256523a,80620,KOTA JAKARTA SELATAN,DKI JAKARTA
7b98de631987e26dd6d803490c43a13c,87900,KABUPATEN SABU RAIJUA,NUSA TENGGARA TIMUR
f12ff17ad8bbf01ec5c33b17e506649b,3186,KOTA TANGERANG,BANTEN
a64e44665225d19dfc0277eeeaaccc57,19400,KOTA TANGERANG,BANTEN
6a8a889bde935bafa76d7848782dfaf9,2839,KOTA TANGERANG,BANTEN
42b6488f5b8246d9141712abd4b1b693,87014,KABUPATEN BANYUMAS,JAWA TENGAH
d6cd01c59123df02fc226eadbadb5f89,1207,KOTA TANGERANG,BANTEN
c8e135e7b21ecbc36c1153a29d2f5a06,1411,KOTA TANGERANG,BANTEN
229c3efbfb0ea2058de4ccdfbc3d784a,30190,KABUPATEN TANGERANG,BANTEN
f9a02f1922d1de564392e656d82b3fda,8502,KABUPATEN BANJARNEGARA,JAWA TENGAH
9523fb39dd240aa958e040f8183d64f3,1541,KOTA TANGERANG,BANTEN
95ec4458365c4d11f452ccf538377619,13481,KABUPATEN KLATEN,JAWA TENGAH
6ec1a01e866584bb679eb9b098345919,11040,KOTA SEMARANG,JAWA TENGAH
f6122bc84774df1b372bdb3bb88ddb9f,6436,KOTA MALANG,JAWA TIMUR
fa40cc5b934574b62717c68f3d678b6d,2310,KOTA TANGERANG,BANTEN
623ad9d0c1e14bb5464a8c72bff7b4af,35530,KABUPATEN MALAKA,NUSA TENGGARA TIMUR
c0098efcf800861dcae589affca31408,14080,KOTA MAKASSAR,SULAWESI SELATAN
a63bfbaa882c8f4542891b4e2246cc7f,24355,KOTA JAKARTA PUSAT,DKI JAKARTA
48b6c3f4c6a93171da04b75313f2130f,17700,KABUPATEN BANYUMAS,JAWA TENGAH
270d3ef21830ad0ecf3a6c53d08a533a,6380,KABUPATEN PATI,JAWA TENGAH
89c127985a8b130cfa45c1d36764017a,6016,KOTA SURABAYA,JAWA TIMUR
8b2492b7ff4468839593fafeed55bad9,24451,KOTA DENPASAR,BALI
1e9d5a33694bddb76316fd1f54734d20,78820,KABUPATEN LOMBOK UTARA,NUSA TENGGARA BARAT
5e49e3a44bdeb5aab2684258bbd4f525,88330,KABUPATEN PACITAN,JAWA TIMUR
8e34331b7eedd03be4e5d965c1956225,4009,KOTA TANGERANG,BANTEN
aaed1309374718fdd995ee4c58c9dfcd,89120,KABUPATEN MESUJI,LAMPUNG
11d4c477d09821164bca4f70a2eae031,14075,KOTA MAKASSAR,SULAWESI SELATAN
ff314fa6033cc68ec451c47aee2d6ba4,5424,KOTA TANGERANG,BANTEN
d1c7fa84e48cfa21a0e595167c1c500e,99730,KABUPATEN SERANG,BANTEN
c7246702dc991a06d788120dc7544391,60440,KABUPATEN SIDOARJO,JAWA TIMUR
e819bcfade7b5d88a27325eb6cfd62c5,7242,KOTA TANGERANG SELATAN,BANTEN
6d2f2e3b539480db1e0842b3a4e32e6e,7051,KOTA TANGERANG SELATAN,BANTEN
e88165a185134e13fdfc85d4fa654db8,8517,KOTA PADANG,SUMATERA BARAT
9e6229250fedbe05838fef417b74e7fb,16800,KABUPATEN LABUHAN BATU SELATAN,SUMATERA UTARA
5abb8ea023c77787f2c15da891c8d384,89228,KABUPATEN BADUNG,BALI
1d953075c2f0dd990bacf27b83b330f1,30421,KABUPATEN TANGERANG,BANTEN
817245bcc3badd82bbd222e0366951a6,17056,KOTA BANJARMASIN,KALIMANTAN SELATAN
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,KABUPATEN BOJONEGORO,JAWA TIMUR
615005a3ef192c00c6f0e977cee3d2bc,13304,KABUPATEN NGANJUK,JAWA TIMUR
1284de4ae8aa26997e748c851557cf0e,85301,KABUPATEN ROKAN HILIR,RIAU
5fd924b4836098a5be0ecf81ba054ce0,3554,KOTA TANGERANG,BANTEN
7178f9f4dd81dcef02f62acdf8151e01,89560,KABUPATEN KLUNGKUNG,BALI
8132b9bd16876e1b0f8808d43825dd48,88058,KABUPATEN BANDUNG,JAWA BARAT
3f995f07c49d0d55a99d5c54957f7d81,6853,KABUPATEN WONOGIRI,JAWA TENGAH
a6bd7d1ccdac48c6b33b28596b7eb122,58280,KABUPATEN KAPUAS HULU,KALIMANTAN BARAT
6650fcccd8cd2f7e55ffa524f30c4c59,8490,KOTA TANGERANG,BANTEN
3db66a856d18a9cba7c9241fc5221c50,35430,KOTA BANDAR LAMPUNG,LAMPUNG
8b181ee5518df84f18f4e1a43fe07923,87360,KOTA TANGERANG SELATAN,BANTEN
10ff823eda2b032e2c93d17a7d294736,17280,KABUPATEN KEDIRI,JAWA TIMUR
b4a476fbd28de64b1e347abf9089366a,6653,KABUPATEN KEBUMEN,JAWA TENGAH
39c763cca83e654764b7a4a650fb9b7c,74563,KOTA MEDAN,SUMATERA UTARA
dadc51ef321949ec9a3ab25cd902e23d,4821,KOTA TANGERANG,BANTEN
83b08de96980757220871b31bf6cffca,21820,KOTA JAKARTA BARAT,DKI JAKARTA
14a08204d03bb6b6bde8029f801ae0eb,1026,KOTA TANGERANG,BANTEN
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,KOTA TANGERANG,BANTEN
28872dc528e978a639754bc8c2ce5a4c,95070,KABUPATEN KARANGANYAR,JAWA TENGAH
c85d7b477a709c85a1e8b8f25aa1b270,9640,KOTA BEKASI,JAWA BARAT
739c7d7be81f63812dea0d1b1451c651,58400,KOTA PAYAKUMBUH,SUMATERA BARAT
657969cca82e884d272385ec0ef06edd,93608,KOTA BUKITTINGGI,SUMATERA BARAT
455befea1bb853c75ccbca94cff26e5c,27525,KOTA KENDARI,SULAWESI TENGGARA
800214c63934acd05d47e84214db8ba8,89251,KABUPATEN KUTAI KARTANEGARA,KALIMANTAN TIMUR
5cf1ec37aea089f45110c70653a166ab,2215,KOTA TANGERANG,BANTEN
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,KOTA TANGERANG,BANTEN
e45edf75f568ed2f93f78d060e246e25,22790,KOTA JAKARTA BARAT,DKI JAKARTA
3d621842b2ed28e2b474132480edac3c,8041,KOTA TANGERANG,BANTEN
baf15155e37ef5492731459bdc05be8a,5715,KOTA TANGERANG,BANTEN
c0aff2da32c17759d30b22fb0af6649d,88032,KABUPATEN BANDUNG,JAWA BARAT
a17f621c590ea0fab3d5d883e1630ec6,18055,KOTA BOGOR,JAWA BARAT
4deebb3199eeafb282ae33229144f94b,2112,KOTA TANGERANG,BANTEN
9d69ba0a7a626a64dc5db08e529559cf,14075,KOTA MAKASSAR,SULAWESI SELATAN
f92d8c817434bd2d84d4e9c61322b7fa,18048,KOTA BOGOR,JAWA BARAT
8ca5b19e0263150d2c57afdde2b3d011,9336,KABUPATEN CILACAP,JAWA TENGAH
eec3469d83e142f9a104886655338c37,17030,KOTA BANJARMASIN,KALIMANTAN SELATAN
55bb6fe5bebe5012e2d7d9928e1128ff,17052,KOTA BANJARMASIN,KALIMANTAN SELATAN
d180e07dc1e58c31c3f0cd599dc4d945,30620,KABUPATEN TANGERANG,BANTEN
d6b1ce66b035a475f00c017792ff9769,13327,KABUPATEN LAMPUNG SELATAN,LAMPUNG
3aa3c89ae3cd482385568be76120f63c,74343,KOTA MEDAN,SUMATERA UTARA
fe4cd9461203cee790d36792420b310f,35300,KOTA SIBOLGA,SUMATERA UTARA
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,KABUPATEN OGAN ILIR,SUMATERA SELATAN
f5fea3ffed6c2e889bab72705557c63a,21240,KOTA JAKARTA BARAT,DKI JAKARTA
ececbfcff9804a2d6b40f589df8eef2b,14407,KABUPATEN PEKALONGAN,JAWA TENGAH
a254c682cc01e119f83530446f1df9a9,16500,KOTA B A T A M,KEPULAUAN RIAU
830379336fad8c6f3b15a4a3ddb5c66e,2518,KOTA TANGERANG,BANTEN
7d13fca15225358621be4086e1eb0964,14050,KOTA MAKASSAR,SULAWESI SELATAN
1b4c3a6f53068f0b6944d2d005c9fc89,88730,KABUPATEN BANJARNEGARA,JAWA TENGAH
b92e3c8f9738272ff7c59e111e108d7c,36502,KOTA SOLOK,SUMATERA BARAT
b8555308bfdb4ca1ed54325a58da9a97,9751,KOTA BEKASI,JAWA BARAT
71593c7413973a1e160057b80d4958f6,3407,KOTA BATU,JAWA TIMUR
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,KABUPATEN BERAU,KALIMANTAN TIMUR
6c6e3d67f969468f3bfd33f827a31222,87035,KABUPATEN BANYUMAS,JAWA TENGAH
66d5ae34537110d3affc56174dad2b2f,15062,KABUPATEN DELI SERDANG,SUMATERA UTARA
781a66c0d89e30814d49fe8b5e14cd07,13064,KOTA JAKARTA TIMUR,DKI JAKARTA
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,KOTA JAKARTA BARAT,DKI JAKARTA
f88adb15807168d3c43d71021090ce4a,13660,KOTA BONTANG,KALIMANTAN TIMUR
fa8d335d68129e464e60c1826a683e96,95660,KABUPATEN SOPPENG,SULAWESI SELATAN
f12d3c2a14729ae461b920c11fe20fdc,9080,KABUPATEN BOGOR,JAWA BARAT
4917cee8d902e13428c3ec4b1ca6f315,89031,KABUPATEN GARUT,JAWA BARAT
741f8c587cb4248ebc5b779a0e8e0e51,9110,KABUPATEN BOGOR,JAWA BARAT
4bcec44888b30ba9001234c534716d3f,9230,KABUPATEN BOGOR,JAWA BARAT
a663d9c3797e90eac99ff60939416a56,3951,KOTA TANGERANG,BANTEN
dff87e4de60c9736ce8df835951b09bc,3172,KOTA TANGERANG,BANTEN
ac1ed5fc15901fbc92920361eb4ab350,3334,KOTA TANGERANG,BANTEN
f9903dd0f812c7e771fcad47b6fff231,89070,KABUPATEN GARUT,JAWA BARAT
ac9b01377919cdbd2a1bbb8d5837c70b,8773,KABUPATEN BANDUNG BARAT,JAWA BARAT
5011f0d93373a4c5753adf58ca77af8d,11013,KOTA SEMARANG,JAWA TENGAH
a4e634166243bbb3a13fa584463fa468,6286,KOTA SURABAYA,JAWA TIMUR
50bf89f1349bc0409a268c3a49678009,15155,KABUPATEN NATUNA,KEPULAUAN RIAU
50c9975695009e5e6473912e83a6d1da,35530,KABUPATEN MALAKA,NUSA TENGGARA TIMUR
42d4b7e70819438f5ada61c965e92d7e,74045,KOTA MEDAN,SUMATERA UTARA
7aa4334be125fcdd2ba64b3180029f14,18500,KABUPATEN KUBU RAYA,KALIMANTAN BARAT
b14db04aa7881970e83ffa9426897925,18048,KOTA BOGOR,JAWA BARAT
fac1a9017ade7bdc94058fc1c969f355,1126,KOTA TANGERANG,BANTEN
31ae0774c17fabd06ff707cc5bde005f,13478,KABUPATEN DEMAK,JAWA TENGAH
f0ec6a2adb05c62655a26dd347b8dede,1303,KOTA TANGERANG,BANTEN
cc1f04647be106ba74e62b21f358af25,2739,KOTA TANGERANG,BANTEN
1099a00e0ee3a50935e6c2447ca090c5,20921,KOTA JAKARTA BARAT,DKI JAKARTA
3d700782d7818f2c1e0d7a9e9d75fc00,86170,KABUPATEN BOGOR,JAWA BARAT
a3e9a2c700480d9bb01fba070ba80a0e,14940,KABUPATEN BERAU,KALIMANTAN TIMUR
c3f5668699a1b04c0fa61ecea1e2bff6,86808,KABUPATEN HULU SUNGAI SELATAN,KALIMANTAN SELATAN
80f2cf9abf6b5a0e5c612b5eea6646e6,15046,KABUPATEN DELI SERDANG,SUMATERA UTARA
516e7738bd8f735ac19a010ee5450d8d,22230,KOTA JAKARTA BARAT,DKI JAKARTA
4fe2f67634d00c021aa01f96b6f2d68e,87035,KABUPATEN BANYUMAS,JAWA TENGAH
9f505651f4a6abe901a56cdc21508025,4102,KOTA TANGERANG,BANTEN
17adeba047385fb0c67d8e90b4296d21,7052,KOTA TANGERANG SELATAN,BANTEN
7142540dd4c91e2237acb7e911c4eba2,16301,KABUPATEN MINAHASA UTARA,SULAWESI UTARA
c04d70d515d15a7e3db3a73320598566,24020,KOTA JAKARTA PUSAT,DKI JAKARTA
a3a38f4affed601eb87a97788c949667,89204,KABUPATEN BADUNG,BALI
744dac408745240a2c2528fb1b6028f3,83408,KABUPATEN NUNUKAN,KALIMANTAN UTARA
9b013e03b2ab786505a1d3b5c0756754,11450,KABUPATEN KEPULAUAN ANAMBAS,KEPULAUAN RIAU
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,KABUPATEN OGAN KOMERING ILIR,SUMATERA SELATAN
38e679b9e0064cd94c6f035707344dae,86010,KOTA PADANG,SUMATERA BARAT
5444b12c82f21c923f2639ebc722c1ea,2051,KABUPATEN MAMBERAMO TENGAH,PAPUA
83deb69e889cf80f82be1dc6d5f2d486,88056,KABUPATEN BANDUNG,JAWA BARAT
